PHONE_NUM,MAIL_ADDR,TEST_CNT,CENTER_NM,AGE_GBN,TEST_GBN,TEST_AGE,INPUT_GBN,CERT_GBN,TEST_YMD,TEST_SEX,contect_num,contect_mail,age,job,marital,education,df,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous
015-0105-7474,0neblfy@comcast.gov,1,구미,청소년,일반,18,관리자,2등급,20210903,"M",015-0105-7474,0neblfy@comcast.gov,44,blue-collar,married,secondary,no,144,yes,no,unknown,5,may,247,2,-1,0
015-0105-8147,0nf3suydpghtn8@hotmail.com,3,달서,성인,일반,37,인바디,1등급,20210903,"M",015-0105-8147,0nf3suydpghtn8@hotmail.com,41,admin.,married,secondary,no,351,yes,no,unknown,5,may,518,1,-1,0
015-0105-9225,0nfo30pqukd32t@comcast.gov,10,오산,성인,일반,26,관리자,1등급,20210915,"F",015-0105-9225,0nfo30pqukd32t@comcast.gov,33,management,single,tertiary,no,-67,yes,no,unknown,5,may,364,1,-1,0
015-0105-9900,0nghp@frontier.gov,1,광주,성인,일반,19,관리자,2등급,20210915,"F",015-0105-9900,0nghp@frontier.gov,59,management,divorced,tertiary,no,262,no,no,unknown,5,may,178,1,-1,0
015-0106-0885,0nhak4pg12ismt@outlook.net,1,동작,청소년,일반,18,관리자,3등급,20210915,"F",015-0106-0885,0nhak4pg12ismt@outlook.net,57,technician,married,primary,no,0,no,no,unknown,5,may,98,1,-1,0
015-0106-1941,0nh@verizon.com,1,구미,성인,일반,35,관리자,참가증,20210915,"F",015-0106-1941,0nh@verizon.com,56,technician,divorced,unknown,no,56,yes,no,unknown,5,may,439,1,-1,0
015-0106-2878,0ninejh7ici11a@frontier.org,2,무안,성인,출장,19,관리자,참가증,20210915,"M",015-0106-2878,0ninejh7ici11a@frontier.org,51,blue-collar,married,secondary,no,26,yes,no,unknown,5,may,79,1,-1,0
015-0106-3704,0njr@charter.gov,3,동작,청소년,일반,18,관리자,참가증,20210915,"F",015-0106-3704,0njr@charter.gov,34,admin.,married,unknown,no,3,yes,no,unknown,5,may,120,3,-1,0
015-0106-4459,0nk@outlook.gov,1,김천,성인,일반,19,관리자,참가증,20210915,"M",015-0106-4459,0nk@outlook.gov,43,services,married,secondary,no,41,yes,yes,unknown,5,may,127,2,-1,0
015-0106-5332,0nlkf4h@yahoo.org,1,창원,성인,일반,35,관리자,참가증,20210915,"M",015-0106-5332,0nlkf4h@yahoo.org,52,technician,married,tertiary,no,7,no,yes,unknown,5,may,175,1,-1,0
015-0106-6204,0nmf96p6pm@outlook.org,2,서초,노인,일반,66,관리자,1등급,20210915,"F",015-0106-6204,0nmf96p6pm@outlook.org,33,technician,single,secondary,no,105,yes,no,unknown,5,may,262,2,-1,0
015-0084-2470,0ipyjvwty268r8vq@outlook.com,1,동작,성인,일반,21,관리자,3등급,20210915,"F",015-0084-2470,0ipyjvwty268r8vq@outlook.com,29,admin.,single,secondary,no,818,yes,yes,unknown,5,may,61,1,-1,0
015-0084-3870,0iqqxl0obhdobscdp@gmail.org,6,청주,성인,일반,64,관리자,2등급,20210915,"F",015-0084-3870,0iqqxl0obhdobscdp@gmail.org,34,services,married,secondary,no,-16,yes,yes,unknown,5,may,78,1,-1,0
015-0084-4829,0ircsk0mvf3w5g@outlook.com,1,서구(광주),성인,출장,55,관리자,참가증,20210915,"F",015-0084-4829,0ircsk0mvf3w5g@outlook.com,31,blue-collar,married,secondary,no,0,yes,no,unknown,5,may,143,1,-1,0
015-0084-5611,0irw6@outlook.com,1,고양,성인,일반,29,관리자,3등급,20210915,"M",015-0084-5611,0irw6@outlook.com,55,services,married,secondary,no,2476,yes,no,unknown,5,may,579,1,-1,0
015-0084-6620,0ispvwm5xca@verizon.gov,3,사상,성인,일반,46,관리자,2등급,20210915,"M",015-0084-6620,0ispvwm5xca@verizon.gov,55,management,married,unknown,no,1185,no,no,unknown,5,may,677,1,-1,0
015-0084-7335,0itu6pohy4@yahoo.com,1,전주,성인,일반,20,관리자,3등급,20210915,"M",015-0084-7335,0itu6pohy4@yahoo.com,32,admin.,single,secondary,no,217,yes,no,unknown,5,may,345,1,-1,0
015-0084-8595,0iui7uf3d4fsxnmjq@gmail.net,5,광주,성인,일반,20,관리자,참가증,20210915,"M",015-0084-8595,0iui7uf3d4fsxnmjq@gmail.net,38,technician,single,secondary,no,1685,yes,no,unknown,5,may,185,1,-1,0
015-0084-9474,0ivag1l1j@gmail.com,1,광주,성인,일반,31,관리자,1등급,20210915,"M",015-0084-9474,0ivag1l1j@gmail.com,55,admin.,single,secondary,no,802,yes,yes,unknown,5,may,100,2,-1,0
015-0085-0224,0iv@yahoo.gov,3,스포원(금정),성인,일반,21,관리자,참가증,20210915,"M",015-0085-0224,0iv@yahoo.gov,28,unemployed,single,tertiary,no,0,yes,no,unknown,5,may,125,2,-1,0
015-0085-1272,0iwx@yahoo.net,27,화성,노인,일반,73,관리자,2등급,20210915,"M",015-0085-1272,0iwx@yahoo.net,23,blue-collar,married,secondary,no,94,yes,no,unknown,5,may,193,1,-1,0
015-0085-2275,0ixyv3d2xc5kq@comcast.com,1,전주,성인,일반,20,관리자,참가증,20210915,"M",015-0085-2275,0ixyv3d2xc5kq@comcast.com,32,technician,single,secondary,no,0,yes,no,unknown,5,may,136,1,-1,0
015-0085-3243,0iyuq8@yahoo.net,1,무안,성인,출장,21,관리자,참가증,20210915,"M",015-0085-3243,0iyuq8@yahoo.net,43,services,single,unknown,no,0,no,no,unknown,5,may,73,1,-1,0
015-0085-5503,0ize1d@frontier.net,1,영동,성인,출장,21,관리자,3등급,20210915,"F",015-0085-5503,0ize1d@frontier.net,32,blue-collar,married,secondary,no,517,yes,no,unknown,5,may,528,1,-1,0
015-0085-6438,0j085xr85w2geiqmbc@verizon.com,1,목포,청소년,출장,15,관리자,참가증,20210910,"M",015-0085-6438,0j085xr85w2geiqmbc@verizon.com,46,blue-collar,married,secondary,no,265,yes,no,unknown,5,may,541,1,-1,0
015-0085-7890,0j10ur8t0xh@yahoo.net,1,춘천,성인,일반,43,관리자,참가증,20210915,"F",015-0085-7890,0j10ur8t0xh@yahoo.net,53,housemaid,divorced,primary,no,947,yes,no,unknown,5,may,163,1,-1,0
015-0085-8694,0j1zn@verizon.gov,1,사하,노인,출장,71,관리자,3등급,20210914,"F",015-0085-8694,0j1zn@verizon.gov,34,self-employed,single,secondary,no,3,yes,no,unknown,5,may,301,1,-1,0
015-0085-9567,0j3357nonxi@frontier.org,1,사하,노인,출장,65,관리자,1등급,20210914,"F",015-0085-9567,0j3357nonxi@frontier.org,57,unemployed,married,tertiary,no,42,no,no,unknown,5,may,46,1,-1,0
015-0086-0569,0j3@verizon.gov,1,사하,노인,출장,76,관리자,참가증,20210914,"F",015-0086-0569,0j3@verizon.gov,37,blue-collar,married,secondary,no,37,yes,no,unknown,5,may,204,1,-1,0
015-0086-1550,0j4lqx0f39vjtz@frontier.org,1,무안,성인,출장,20,관리자,3등급,20210915,"M",015-0086-1550,0j4lqx0f39vjtz@frontier.org,59,blue-collar,married,secondary,no,57,yes,no,unknown,5,may,98,1,-1,0
015-0086-2053,0j5aftjqez@frontier.gov,1,사하,노인,출장,65,관리자,1등급,20210914,"F",015-0086-2053,0j5aftjqez@frontier.gov,33,services,married,secondary,no,22,yes,no,unknown,5,may,71,1,-1,0
015-0086-2920,0j62i8e@frontier.net,1,사하,노인,출장,65,관리자,2등급,20210914,"F",015-0086-2920,0j62i8e@frontier.net,56,blue-collar,divorced,primary,no,8,yes,no,unknown,5,may,157,2,-1,0
015-0086-3866,0j6plwd9wvdb@yahoo.gov,1,사하,노인,출장,65,관리자,3등급,20210914,"F",015-0086-3866,0j6plwd9wvdb@yahoo.gov,48,unemployed,married,secondary,no,293,yes,no,unknown,5,may,243,1,-1,0
015-0086-5245,0j7qbk15e9e8io6@outlook.com,3,목포,청소년,출장,15,관리자,참가증,20210910,"F",015-0086-5245,0j7qbk15e9e8io6@outlook.com,43,services,married,primary,no,3,yes,no,unknown,5,may,186,2,-1,0
015-0086-6107,0j8rygw9h170nqn@hotmail.net,3,목포,청소년,출장,15,관리자,1등급,20210910,"M",015-0086-6107,0j8rygw9h170nqn@hotmail.net,54,blue-collar,married,primary,no,348,yes,no,unknown,5,may,579,2,-1,0
015-0086-6710,0j9@comcast.org,1,목포,청소년,출장,16,관리자,참가증,20210910,"M",015-0086-6710,0j9@comcast.org,51,blue-collar,married,unknown,no,-19,yes,no,unknown,5,may,163,2,-1,0
015-0086-7767,0j9wm@outlook.org,3,목포,청소년,출장,15,관리자,3등급,20210910,"M",015-0086-7767,0j9wm@outlook.org,26,student,single,secondary,no,0,yes,no,unknown,5,may,610,2,-1,0
015-0086-8430,0jatz90im4zfk@comcast.com,9,영동,성인,출장,21,관리자,2등급,20210915,"M",015-0086-8430,0jatz90im4zfk@comcast.com,40,management,married,tertiary,no,-4,yes,no,unknown,5,may,2033,1,-1,0
015-0086-9819,0jbi8d1qjl4@yahoo.gov,1,목포,청소년,출장,15,관리자,참가증,20210910,"F",015-0086-9819,0jbi8d1qjl4@yahoo.gov,39,management,married,secondary,no,18,yes,no,unknown,5,may,85,1,-1,0
015-0087-0566,0jc@gmail.gov,1,경산,성인,출장,42,관리자,참가증,20210928,"M",015-0087-0566,0jc@gmail.gov,50,technician,married,primary,no,139,no,no,unknown,5,may,114,2,-1,0
015-0087-1719,0jcyf661w9pg@frontier.net,1,청주,청소년,일반,18,관리자,2등급,20210928,"F",015-0087-1719,0jcyf661w9pg@frontier.net,41,services,married,secondary,no,0,yes,no,unknown,5,may,114,2,-1,0
015-0087-2529,0jdohhpvxfu@outlook.net,6,남구(울산),노인,출장,68,관리자,3등급,20210928,"F",015-0087-2529,0jdohhpvxfu@outlook.net,51,blue-collar,married,unknown,no,1883,yes,no,unknown,5,may,57,1,-1,0
015-0087-3631,0je@comcast.org,1,충주,청소년,출장,13,관리자,참가증,20210909,"M",015-0087-3631,0je@comcast.org,60,retired,divorced,secondary,no,216,yes,no,unknown,5,may,238,1,-1,0
015-0087-4527,0jf2btzflz2hs01@frontier.net,1,포항,성인,일반,63,인바디,3등급,20210928,"F",015-0087-4527,0jf2btzflz2hs01@frontier.net,52,blue-collar,married,secondary,no,782,yes,no,unknown,5,may,93,3,-1,0
015-0087-5556,0jfz@comcast.com,1,강릉,청소년,일반,13,관리자,참가증,20210928,"F",015-0087-5556,0jfz@comcast.com,48,blue-collar,married,secondary,no,904,yes,no,unknown,5,may,128,2,-1,0
015-0087-6513,0j@gmail.gov,1,강릉,청소년,출장,13,관리자,참가증,20210928,"F",015-0087-6513,0j@gmail.gov,48,services,married,unknown,no,1705,yes,no,unknown,5,may,107,1,-1,0
015-0087-7589,0jhdqc5n6vi6qd9t8wt@outlook.org,1,강릉,청소년,출장,13,관리자,참가증,20210928,"M",015-0087-7589,0jhdqc5n6vi6qd9t8wt@outlook.org,39,technician,single,tertiary,no,47,yes,no,unknown,5,may,181,1,-1,0
015-0087-8308,0jhzh@frontier.gov,1,강릉,청소년,출장,13,관리자,참가증,20210928,"F",015-0087-8308,0jhzh@frontier.gov,47,services,single,secondary,no,176,yes,no,unknown,5,may,303,2,-1,0
015-0087-8925,0jiwkc8nswobcdjnuwl@hotmail.gov,1,강릉,청소년,출장,13,관리자,3등급,20210928,"F",015-0087-8925,0jiwkc8nswobcdjnuwl@hotmail.gov,40,blue-collar,married,secondary,no,1225,yes,no,unknown,5,may,558,5,-1,0
015-0087-9684,0jjg539f94ya1uzs@comcast.org,2,마포,성인,일반,21,관리자,3등급,20210928,"M",015-0087-9684,0jjg539f94ya1uzs@comcast.org,45,technician,married,secondary,no,86,yes,no,unknown,5,may,270,1,-1,0
015-0088-0493,0jkc3102a@charter.org,1,오산,성인,일반,25,관리자,2등급,20210928,"M",015-0088-0493,0jkc3102a@charter.org,26,admin.,single,secondary,no,82,yes,no,unknown,5,may,228,1,-1,0
015-0088-1645,0jkzz9lb@verizon.gov,4,영주,성인,일반,51,관리자,참가증,20210928,"M",015-0088-1645,0jkzz9lb@verizon.gov,52,management,married,tertiary,no,271,yes,no,unknown,5,may,99,1,-1,0
015-0088-2612,0jlygnyk@comcast.gov,10,창원,성인,일반,19,관리자,참가증,20210928,"M",015-0088-2612,0jlygnyk@comcast.gov,54,technician,married,secondary,no,1378,yes,no,unknown,5,may,240,1,-1,0
015-0088-3838,0jmrbse@outlook.org,1,춘천,노인,출장,67,관리자,3등급,20210928,"F",015-0088-3838,0jmrbse@outlook.org,54,admin.,married,tertiary,no,184,no,no,unknown,5,may,673,2,-1,0
015-0088-4611,0jnr@frontier.com,1,사상,성인,일반,60,관리자,참가증,20210928,"M",015-0088-4611,0jnr@frontier.com,50,blue-collar,married,primary,no,0,no,no,unknown,5,may,233,3,-1,0
015-0088-5892,0jog80rl943du@charter.org,2,사상,성인,일반,43,관리자,1등급,20210928,"M",015-0088-5892,0jog80rl943du@charter.org,35,blue-collar,married,secondary,no,0,yes,no,unknown,5,may,1056,1,-1,0
015-0088-6718,0jp5kz4mukdgy7p85@comcast.gov,1,충주,청소년,출장,14,관리자,3등급,20210908,"M",015-0088-6718,0jp5kz4mukdgy7p85@comcast.gov,44,services,married,secondary,no,1357,yes,yes,unknown,5,may,250,1,-1,0
015-0088-7629,0jprbwzdn7rornkwrq@frontier.org,1,화성,성인,일반,64,관리자,참가증,20210928,"F",015-0088-7629,0jprbwzdn7rornkwrq@frontier.org,53,entrepreneur,married,unknown,no,19,yes,no,unknown,5,may,252,1,-1,0
015-0088-8779,0jq@yahoo.org,1,충주,청소년,출장,14,관리자,참가증,20210908,"M",015-0088-8779,0jq@yahoo.org,35,retired,single,primary,no,434,no,no,unknown,5,may,138,1,-1,0
015-0089-0055,0jrkzhism3hgr5kezkh@verizon.net,1,충주,청소년,출장,14,관리자,참가증,20210908,"M",015-0089-0055,0jrkzhism3hgr5kezkh@verizon.net,60,admin.,divorced,secondary,no,92,yes,no,unknown,5,may,130,1,-1,0
015-0089-0758,0jsi1@verizon.net,24,곡성,노인,일반,79,관리자,1등급,20210928,"F",015-0089-0758,0jsi1@verizon.net,53,admin.,divorced,secondary,no,1151,yes,no,unknown,5,may,412,1,-1,0
015-0089-1778,0jt62wsurw6@frontier.net,1,의정부,성인,일반,26,관리자,3등급,20210928,"M",015-0089-1778,0jt62wsurw6@frontier.net,48,unemployed,married,secondary,no,41,yes,no,unknown,5,may,179,2,-1,0
015-0089-3159,0ju4sdl@charter.org,1,삼척,성인,일반,35,관리자,2등급,20210928,"M",015-0089-3159,0ju4sdl@charter.org,34,technician,married,secondary,no,51,yes,no,unknown,5,may,19,2,-1,0
015-0089-3918,0jush2q7x@charter.org,2,삼척,성인,일반,42,관리자,참가증,20210928,"M",015-0089-3918,0jush2q7x@charter.org,54,services,married,secondary,no,214,yes,no,unknown,5,may,458,2,-1,0
015-0089-4736,0jvf4pu2ut9j6@hotmail.org,2,KSPO아산,청소년,일반,18,없음,참가증,20210909,"F",015-0089-4736,0jvf4pu2ut9j6@hotmail.org,51,management,married,secondary,no,1161,yes,no,unknown,5,may,717,1,-1,0
015-0089-6231,0jw@charter.gov,1,양평,성인,일반,61,없음,참가증,20210909,"F",015-0089-6231,0jw@charter.gov,31,services,married,tertiary,no,37,yes,no,unknown,5,may,313,1,-1,0
015-0089-7188,0jx41sclz1n9y@hotmail.com,1,양평,성인,일반,23,없음,참가증,20210909,"F",015-0089-7188,0jx41sclz1n9y@hotmail.com,35,technician,divorced,secondary,no,787,yes,no,unknown,5,may,683,2,-1,0
015-0089-7975,0jxz8tnzw59y7@yahoo.gov,1,화성,성인,일반,22,관리자,1등급,20210916,"F",015-0089-7975,0jxz8tnzw59y7@yahoo.gov,35,services,married,secondary,no,59,yes,no,unknown,5,may,1077,1,-1,0
015-0114-6227,0pdr7y7p88nd@charter.net,1,동작,성인,일반,28,관리자,참가증,20210916,"M",015-0114-6227,0pdr7y7p88nd@charter.net,38,technician,married,secondary,no,253,yes,no,unknown,5,may,416,1,-1,0
015-0114-6990,0pebo85naf5@yahoo.org,2,구미,성인,일반,22,관리자,2등급,20210916,"F",015-0114-6990,0pebo85naf5@yahoo.org,36,admin.,married,tertiary,no,211,yes,no,unknown,5,may,146,2,-1,0
015-0114-7764,0pf79vocfsvoqx@outlook.gov,1,서구(광주),성인,일반,21,관리자,참가증,20210916,"F",015-0114-7764,0pf79vocfsvoqx@outlook.gov,58,retired,married,primary,no,235,yes,no,unknown,5,may,167,1,-1,0
015-0114-8959,0pfs3pby1r@hotmail.com,1,마포,성인,일반,49,관리자,2등급,20210916,"M",015-0114-8959,0pfs3pby1r@hotmail.com,40,services,divorced,unknown,no,4384,yes,no,unknown,5,may,315,1,-1,0
015-0115-0454,0p@gmail.org,5,광산,성인,일반,20,관리자,참가증,20210916,"M",015-0115-0454,0p@gmail.org,54,management,married,secondary,no,4080,no,no,unknown,5,may,140,1,-1,0
015-0115-1320,0phdc66zzqyj1ovfxle@gmail.net,1,원주,유소년,출장,12,관리자,2등급,20210915,"F",015-0115-1320,0phdc66zzqyj1ovfxle@gmail.net,34,blue-collar,single,secondary,no,53,yes,yes,unknown,5,may,346,1,-1,0
015-0115-2386,0piaggubhj9@frontier.net,1,원주,유소년,출장,12,관리자,참가증,20210914,"M",015-0115-2386,0piaggubhj9@frontier.net,31,management,single,tertiary,no,0,yes,no,unknown,5,may,562,1,-1,0
015-0115-3599,0pj66tnhm569e@yahoo.net,1,원주,유소년,출장,12,관리자,참가증,20210914,"F",015-0115-3599,0pj66tnhm569e@yahoo.net,51,retired,married,secondary,no,2127,yes,no,unknown,5,may,172,1,-1,0
015-0115-4489,0pk4@comcast.org,1,원주,유소년,출장,11,관리자,참가증,20210915,"M",015-0115-4489,0pk4@comcast.org,33,management,married,tertiary,no,377,yes,no,unknown,5,may,217,1,-1,0
015-0115-5384,0pkvgx1366ak4auws3p@verizon.org,1,원주,유소년,출장,12,관리자,참가증,20210915,"M",015-0115-5384,0pkvgx1366ak4auws3p@verizon.org,55,management,married,tertiary,no,73,yes,no,unknown,5,may,142,2,-1,0
015-0115-6501,0plngml@verizon.gov,1,원주,유소년,출장,12,관리자,참가증,20210915,"M",015-0115-6501,0plngml@verizon.gov,42,admin.,married,secondary,no,445,yes,no,unknown,5,may,67,1,-1,0
015-0115-6992,0pm9qj@gmail.net,1,구미,성인,일반,29,관리자,참가증,20210916,"F",015-0115-6992,0pm9qj@gmail.net,34,blue-collar,married,secondary,no,243,yes,no,unknown,5,may,291,1,-1,0
015-0115-8489,0pn90sbtw9m0w@outlook.gov,1,서구(광주),성인,일반,21,관리자,참가증,20210916,"F",015-0115-8489,0pn90sbtw9m0w@outlook.gov,33,blue-collar,single,secondary,no,307,yes,no,unknown,5,may,309,2,-1,0
015-0115-9237,0po9n4d2i14gu3u@hotmail.org,1,강릉,성인,일반,23,관리자,3등급,20210916,"M",015-0115-9237,0po9n4d2i14gu3u@hotmail.org,38,services,married,secondary,no,155,yes,no,unknown,5,may,248,1,-1,0
015-0116-0036,0ppae3tvgzkcep5k0t@yahoo.gov,2,증평,성인,일반,22,관리자,참가증,20210909,"M",015-0116-0036,0ppae3tvgzkcep5k0t@yahoo.gov,50,technician,divorced,tertiary,no,173,no,yes,unknown,5,may,98,1,-1,0
015-0116-1130,0pq7e4yy@verizon.gov,2,창원마산회원,성인,일반,22,관리자,1등급,20210909,"M",015-0116-1130,0pq7e4yy@verizon.gov,43,management,married,tertiary,no,400,yes,no,unknown,5,may,256,1,-1,0
015-0116-2165,0pr77p74tyxqeb@yahoo.net,7,곡성,노인,일반,76,관리자,참가증,20210909,"F",015-0116-2165,0pr77p74tyxqeb@yahoo.net,61,blue-collar,divorced,primary,no,1428,yes,no,unknown,5,may,82,2,-1,0
015-0116-2951,0ps5i@outlook.gov,2,서구(광주),청소년,출장,17,관리자,참가증,20210909,"M",015-0116-2951,0ps5i@outlook.gov,47,admin.,married,secondary,no,219,yes,no,unknown,5,may,577,1,-1,0
